"matchID","gameNumber","roundNumber","roundtype","blueTeam","redTeam","score","distance","pointA","pointB","pointC"
"2440","2","2","Defense","318","333","1","0","0","0","0"
"2440","2","1","Attack","318","333","2","0","0","0","0"
"2440","1","4","Defense","318","333","1","0","0","0","0"
"2440","1","3","Attack","318","333","3","0","0","0","0"
"2440","1","2","Defense","318","333","3","0","57","217","332"
"2440","1","1","Attack","318","333","3","0","225","340","488"
"2439","1","1","Attack","330","336","0","6710","0","0","0"
"2440","4","1","Attack","318","333","3","0","0","0","0"
"2440","4","2","Defense","318","333","1","0","0","0","0"
"2441","5","2","Control Center","328","330","-1","0",NULL,NULL,NULL
"2441","5","1","Garden","328","330","1","0",NULL,NULL,NULL
"2441","4","4","Attack","328","330","0","6738","0","0","0"
"2441","4","3","Defense","328","330","0","6737","0","0","0"
"2441","4","2","Defense","328","330","3","0","72","282","477"
"2441","4","1","Attack","328","330","3","0","124","267","353"
"2441","3","2","City Center","328","330","1","0",NULL,NULL,NULL
"2441","3","1","Gardens","328","330","1","0",NULL,NULL,NULL
"2441","2","4","Defense","328","330","0","3300","0","0","0"
"2441","2","3","Attack","328","330","0","0","0","0","0"
"2441","2","2","Defense","328","330","2","0","242","283","0"
"2441","2","1","Attack","328","330","2","0","113","401","0"
"2441","1","3","Attack","328","330","0","3300","0","0","0"
"2441","1","2","Defense","328","330","3","0","222","431","533"
"2442","3","2","Gardens","338","334","1","0",NULL,NULL,NULL
"2442","4","1","Attack","338","334","2","6624","142","292","0"
"2442","4","2","Defense","338","334","2","6625","77","232","0"
"2442","3","1","University","338","334","1","0",NULL,NULL,NULL
"2442","2","2","Defense","338","334","0","7280","0","0","0"
"2442","2","1","Attack","338","334","0","7270","0","0","0"
"2442","1","2","Defense","338","334","2","6990","98","324","0"
"2443","1","1","Attack","333","329","3","0","278","419","558"
"2443","1","2","Defense","333","329","1","11017","173","0","0"
"2443","2","1","Attack","333","329","2","0","162","340","0"
"2443","2","2","Defense","333","329","2","0","69","129","0"
"2443","2","3","Attack","333","329","1","0","104","0","0"
"2443","2","4","Defense","333","329","1","0","295","0","0"
"2443","3","1","City Center","333","329","-1","0",NULL,NULL,NULL
"2443","3","2","University","333","329","-1","0",NULL,NULL,NULL
"2441","1","1","Attack","328","330","3","0","135","281","351"
"2443","4","1","Attack","333","329","3","0","76","260","471"
"2443","4","2","Defense","333","329","2","7970","105","219","0"
"2442","1","1","Attack","338","334","3","0","182","262","552"
"2444","2","2","Defense","337","318","2","0","79","147","0"
"2444","2","3","Attack","337","318","1","6630","66","0","0"
"2444","2","4","Defense","337","318","1","6640","56","0","0"
"2444","3","1","Ruins","337","318","1","0",NULL,NULL,NULL
"2444","3","2","Lighthouse","337","318","1","0",NULL,NULL,NULL
"2444","4","1","Attack","337","318","3","0","152","298","520"
"2444","4","2","Defense","337","318","3","0","67","292","496"
"2444","4","3","Attack","337","318","0","4902","0","0","0"
"2445","4","2","Defense","335","336","2","8335","104","170","0"
"2445","4","1","Attack","335","336","2","8334","75","281","0"
"2445","3","2","Ruins","335","336","1","0",NULL,NULL,NULL
"2445","3","1","Lighthouse","335","336","1","0",NULL,NULL,NULL
"2445","2","2","Defense","335","336","2","0","243","444","0"
"2445","2","3","Defense","335","336","0","0","0","0","0"
"2445","2","4","Attack","335","336","0","0","0","0","0"
"2441","5","3","Night Market","328","330","1","0",NULL,NULL,NULL
"2445","2","1","Attack","335","336","2","0","117","350","0"
"2445","1","2","Defense","335","336","1","11960","62","0","0"
"2445","1","1","Attack","335","336","1","11959","93","0","0"
"2444","2","1","Attack","337","318","2","0","229","433","0"
"2444","1","2","Defense","337","318","0","4910","0","0","0"
"2444","1","1","Attack","337","318","0","4900","0","0","0"
"2446","2","1","Attack","332","331","1","0","77","0","0"
"2446","1","2","Defense","332","331","1","12169","126","0","0"
"2446","1","1","Attack","332","331","1","12168","80","0","0"
"2444","4","4","Defense","337","318","0","4903","0","0","0"
"2446","2","2","Defense","332","331","1","3300","104","0","0"
"2446","3","1","University","332","331","1","0",NULL,NULL,NULL
"2446","3","2","City Center","332","331","1","0",NULL,NULL,NULL
"2446","4","1","Attack","332","331","2","4926","195","375","0"
"2446","4","2","Defense","332","331","1","8431","161","0","0"
"2447","2","2","Defense","334","330","2","0","172","285","0"
"2447","2","3","Defense","334","330","0","3300","0","0","0"
"2447","3","1","City Center","334","330","1","0",NULL,NULL,NULL
"2447","3","2","University","334","330","1","0",NULL,NULL,NULL
"2447","4","1","Attack","334","330","3","0","284","445","513"
"2447","4","2","Defense","334","330","0","7664","0","0","0"
"2447","2","1","Attack","334","330","2","0","83","520","0"
"2447","1","2","Defense","334","330","0","3300","0","0","0"
"2448","1","3","Defense","329","338","0","0","0","0","0"
"2448","1","4","Attack","329","338","0","3300","0","0","0"
"2448","2","1","Attack","329","338","0","0","0","0","0"
"2448","2","2","Defense","329","338","0","3300","0","0","0"
"2448","3","1","Well","329","338","-1","0",NULL,NULL,NULL
"2448","3","2","Ruins","329","338","1","0",NULL,NULL,NULL
"2448","3","3","Lighthouse","329","338","1","0",NULL,NULL,NULL
"2448","4","1","Attack","329","338","3","0","87","273","467"
"2448","4","2","Defense","329","338","2","5155","250","371","0"
"2448","5","1","Night Market","329","338","-1","0",NULL,NULL,NULL
"2447","1","1","Attack","334","330","0","0","0","0","0"
"2449","1","3","Attack","333","328","2","2651","116","191","0"
"2449","1","4","Defense","333","328","0","6190","0","0","0"
"2449","2","1","Attack","333","328","2","0","62","156","0"
"2449","2","2","Defense","333","328","1","8000","271","0","0"
"2449","3","1","Ruins","333","328","-1","0",NULL,NULL,NULL
"2449","3","2","Lighthouse","333","328","-1","0",NULL,NULL,NULL
"2449","4","1","Attack","333","328","3","0","134","352","498"
"2448","1","2","Defense","329","338","3","0","61","370","447"
"2448","1","1","Attack","329","338","3","0","110","267","380"
"2448","5","2","Garden","329","338","-1","0",NULL,NULL,NULL
"2449","1","2","Defense","333","328","3","0","161","284","345"
"2449","1","1","Attack","333","328","3","0","49","208","392"
"2449","4","2","Defense","333","328","0","7639","0","0","0"
"2450","4","2","Defense","336","332","2","5483","102","353","0"
"2450","4","1","Attack","336","332","2","5482","88","386","0"
"2450","3","2","Ruins","336","332","-1","0",NULL,NULL,NULL
"2450","3","1","Lighthouse","336","332","-1","0",NULL,NULL,NULL
"2450","2","2","Defense","336","332","1","0","198","0","0"
"2450","2","1","Attack","336","332","1","4410","262","0","0"
"2450","1","2","Defense","336","332","2","6249","71","257","0"
"2450","1","1","Attack","336","332","2","6248","233","372","0"
"2450","5","1","Garden","336","332","-1","0",NULL,NULL,NULL
"2450","5","2","Control Center","336","332","-1","0",NULL,NULL,NULL
"2451","1","1","Attack","331","318","2","6682","48","258","0"
"2451","1","2","Defense","331","318","2","5732","94","273","0"
"2451","2","1","Attack","331","318","1","0","64","0","0"
"2451","2","2","Defense","331","318","1","3300","76","0","0"
"2451","3","1","Ruins","331","318","1","0",NULL,NULL,NULL
"2451","3","2","Lighthouse","331","318","1","0",NULL,NULL,NULL
"2451","4","1","Attack","331","318","2","7515","169","291","0"
"2451","4","2","Defense","331","318","2","6263","74","307","0"
"2451","5","1","Control Center","331","318","-1","0",NULL,NULL,NULL
"2451","5","2","Garden","331","318","1","0",NULL,NULL,NULL
"2451","5","3","Night Market","331","318","-1","0",NULL,NULL,NULL
"2452","1","1","Attack","335","337","2","6780","75","189","0"
"2452","1","2","Defense","335","337","2","6781","76","159","0"
"2452","2","1","Attack","335","337","2","0","105","234","0"
"2452","2","2","Defense","335","337","1","8000","113","0","0"
"2452","3","1","City Center","335","337","-1","0",NULL,NULL,NULL
"2452","3","2","Gardens","335","337","-1","0",NULL,NULL,NULL
"2452","4","1","Attack","335","337","1","8334","58","0","0"
"2452","4","2","Defense","335","337","1","8335","152","0","0"
"2452","5","1","Garden","335","337","1","0",NULL,NULL,NULL
"2452","5","2","Control Center","335","337","-1","0",NULL,NULL,NULL
"2452","5","3","Night Market","335","337","1","0",NULL,NULL,NULL
"2817","1","1","Attack","332","331","1","6738","275","0","0"
"2817","1","2","Defense","332","331","1","6739","94","0","0"
"2817","2","1","Lighthouse","332","331","-1","0",NULL,NULL,NULL
"2817","2","2","Well","332","331","-1","0",NULL,NULL,NULL
"2817","3","1","Attack","332","331","2","0","226","417","0"
"2817","3","2","Defense","332","331","0","0","0","0","0"
"2817","4","1","Attack","332","331","1","11115","210","0","0"
"2817","4","2","Defense","332","331","0","9690","0","0","0"
"2454","3","4","Attack","332","336","0","6940","0","0","0"
"2454","3","3","Defense","332","336","0","6930","0","0","0"
"2454","3","2","Defense","332","336","2","0","177","323","0"
"2454","3","1","Attack","332","336","2","0","130","215","0"
"2454","2","2","City Center","332","336","1","0",NULL,NULL,NULL
"2454","2","1","Gardens","332","336","1","0",NULL,NULL,NULL
"2454","1","4","Defense","332","336","0","5476","0","0","0"
"2454","1","3","Attack","332","336","0","5475","0","0","0"
"2454","1","2","Defense","332","336","3","0","83","175","297"
"2454","1","1","Attack","332","336","3","0","101","276","500"
"2454","4","1","Attack","332","336","1","9522","262","0","0"
"2454","4","2","Defense","332","336","0","8970","0","0","0"
"2454","5","1","Attack","332","336","2","8120","187","300","0"
"2454","5","2","Defense","332","336","1","8071","116","0","0"
"2376","3","2","Defense","329","333","2","6302","44","214","0"
"2376","3","1","Attack","329","333","3","0","55","143","349"
"2376","2","2","Sanctum","329","333","-1","0",NULL,NULL,NULL
"2376","2","1","Shrine","329","333","-1","0",NULL,NULL,NULL
"2376","1","2","Defense","329","333","0","0","0","0","0"
"2376","1","1","Attack","329","333","2","0","103","499","0"
"2384","2","1","Village","330","328","-1","0",NULL,NULL,NULL
"2384","2","2","Sanctum","330","328","-1","0",NULL,NULL,NULL
"2384","3","1","Attack","330","328","3","0","177","418","523"
"2384","3","2","Defense","330","328","3","0","50","221","324"
"2384","3","3","Defense","330","328","0","3300","0","0","0"
"2384","4","1","Attack","330","328","3","0","121","430","569"
"2384","4","2","Defense","330","328","1","9059","197","0","0"
"2385","4","1","Attack","334","338","2","8365","119","251","0"
"2385","3","2","Defense","334","338","1","10427","151","0","0"
"2385","3","1","Attack","334","338","3","0","43","194","251"
"2385","2","3","Shrine","334","338","-1","0",NULL,NULL,NULL
"2385","2","2","Sanctum","334","338","-1","0",NULL,NULL,NULL
"2385","2","1","Village","334","338","1","0",NULL,NULL,NULL
"2385","1","4","Attack","334","338","1","3300","76","0","0"
"2385","1","3","Defense","334","338","1","0","79","0","0"
"2385","1","2","Defense","334","338","2","0","165","380","0"
"2385","1","1","Attack","334","338","2","0","132","324","0"
"2376","4","1","Attack","329","333","2","6940","108","344","0"
"2376","4","2","Defense","329","333","0","8226","0","0","0"
"2384","1","2","Defense","330","328","0","0","0","0","0"
"2384","1","1","Attack","330","328","2","0","64","114","0"
"2385","4","2","Defense","334","338","1","6481","199","0","0"
"2386","4","1","Attack","331","332","1","6096","136","0","0"
"2386","3","3","Attack","331","332","0","3300","0","0","0"
"2386","3","2","Defense","331","332","3","0","73","389","518"
"2386","3","1","Attack","331","332","3","0","48","142","207"
"2386","2","3","Sanctum","331","332","-1","0",NULL,NULL,NULL
"2386","2","2","Village","331","332","1","0",NULL,NULL,NULL
"2386","2","1","Shrine","331","332","-1","0",NULL,NULL,NULL
"2386","1","4","Defense","331","332","1","3300","46","0","0"
"2386","1","3","Attack","331","332","1","0","141","0","0"
"2386","1","2","Defense","331","332","2","0","323","466","0"
"2386","1","1","Attack","331","332","2","0","287","396","0"
"2386","4","2","Defense","331","332","1","6097","145","0","0"
"2386","5","1","Well","331","332","-1","0",NULL,NULL,NULL
"2386","5","2","Lighthouse","331","332","-1","0",NULL,NULL,NULL
"2387","3","2","Defense","336","335","2","3769","58","406","0"
"2387","3","1","Attack","336","335","3","0","139","287","562"
"2387","2","3","Garden","336","335","1","0",NULL,NULL,NULL
"2387","2","2","Night Market","336","335","1","0",NULL,NULL,NULL
"2387","2","1","Control Center","336","335","-1","0",NULL,NULL,NULL
"2387","1","6","Attack","336","335","0","3920","0","0","0"
"2387","1","5","Defense","336","335","0","3910","0","0","0"
"2387","1","4","Defense","336","335","2","0","191","381","0"
"2387","1","3","Attack","336","335","2","0","57","297","0"
"2387","1","2","Defense","336","335","2","0","89","186","0"
"2387","1","1","Attack","336","335","2","0","48","201","0"
"2387","4","1","Attack","336","335","3","0","76","155","320"
"2387","4","2","Defense","336","335","1","8099","73","0","0"
"2388","1","1","Attack","318","337","1","4920","198","0","0"
"2388","1","2","Defense","318","337","1","4930","59","0","0"
"2388","2","1","Garden","318","337","-1","0",NULL,NULL,NULL
"2388","2","2","Control Center","318","337","1","0",NULL,NULL,NULL
"2388","2","3","Night Market","318","337","1","0",NULL,NULL,NULL
"2388","3","1","Attack","318","337","3","0","127","325","417"
"2388","3","2","Defense","318","337","3","0","49","162","371"
"2388","3","3","Attack","318","337","0","0","0","0","0"
"2388","3","4","Defense","318","337","0","3300","0","0","0"
"2388","4","1","Attack","318","337","3","0","63","141","257"
"2388","4","2","Defense","318","337","3","0","107","205","350"
"2388","4","3","Defense","318","337","2","6658","76","160","0"
"2388","4","4","Attack","318","337","1","7705","185","0","0"
"2455","2","2","Night Market","332","336","1","0",NULL,NULL,NULL
"2455","3","1","Attack","332","336","1","11212","137","0","0"
"2455","3","2","Defense","332","336","1","11213","176","0","0"
"2455","4","1","Attack","332","336","3","0","131","195","342"
"2455","4","2","Defense","332","336","2","8255","65","222","0"
"2455","5","1","Ruins","332","336","-1","0",NULL,NULL,NULL
"2455","5","2","Lighthouse","332","336","-1","0",NULL,NULL,NULL
"2458","4","1","Attack","337","335","3","0","118","277","430"
"2456","1","2","Defense","330","334","1","0","96","0","0"
"2456","2","1","Night Market","330","334","1","0",NULL,NULL,NULL
"2456","2","2","Control Center","330","334","-1","0",NULL,NULL,NULL
"2456","2","3","Garden","330","334","1","0",NULL,NULL,NULL
"2456","3","1","Attack","330","334","3","0","90","225","333"
"2456","3","2","Defense","330","334","3","0","135","377","27"
"2456","3","3","Attack","330","334","0","3300","0","0","0"
"2456","4","1","Attack","330","334","3","0","81","168","553"
"2455","2","1","Garden","332","336","1","0",NULL,NULL,NULL
"2455","1","2","Defense","332","336","0","0","0","0","0"
"2456","4","2","Defense","330","334","0","7529","0","0","0"
"2457","3","2","Defense","338","329","2","7728","114","228","0"
"2457","3","1","Attack","338","329","2","7727","47","380","0"
"2457","2","3","Night Market","338","329","1","0",NULL,NULL,NULL
"2457","2","2","Control Center","338","329","-1","0",NULL,NULL,NULL
"2457","2","1","Garden","338","329","1","0",NULL,NULL,NULL
"2457","1","2","Defense","338","329","1","0","100","0","0"
"2457","1","1","Attack","338","329","2","0","166","289","0"
"2455","1","1","Attack","332","336","2","0","85","391","0"
"2456","1","1","Attack","330","334","2","0","51","221","0"
"2458","3","2","Defense","337","335","0","0","0","0","0"
"2458","3","1","Attack","337","335","3","0","69","169","380"
"2458","2","2","Sanctum","337","335","-1","0",NULL,NULL,NULL
"2458","2","1","Shrine","337","335","-1","0",NULL,NULL,NULL
"2458","1","2","Defense","337","335","0","0","0","0","0"
"2458","1","1","Attack","337","335","2","0","83","186","0"
"2457","4","1","Attack","338","329","2","8263","203","293","0"
"2457","4","2","Defense","338","329","2","8264","62","254","0"
"2459","1","3","Attack","318","331","1","0","188","0","0"
"2459","1","4","Defense","318","331","1","3300","51","0","0"
"2459","2","1","Control Center","318","331","1","0",NULL,NULL,NULL
"2459","2","2","Night Market","318","331","1","0",NULL,NULL,NULL
"2459","3","1","Attack","318","331","3","0","76","180","416"
"2459","3","2","Defense","318","331","3","0","127","272","394"
"2459","3","3","Attack","318","331","1","6006","44","0","0"
"2459","3","4","Defense","318","331","1","6007","96","0","0"
"2459","4","1","Attack","318","331","0","7139","0","0","0"
"2458","4","2","Defense","337","335","1","8057","294","0","0"
"2459","1","2","Defense","318","331","2","0","64","250","0"
"2459","1","1","Attack","318","331","2","0","198","325","0"
"2459","4","2","Defense","318","331","0","7140","0","0","0"
"2460","3","1","Attack","328","333","2","6977","122","296","0"
"2460","2","3","Control Center","328","333","1","0",NULL,NULL,NULL
"2460","2","2","Night Market","328","333","-1","0",NULL,NULL,NULL
"2460","2","1","Garden","328","333","1","0",NULL,NULL,NULL
"2460","1","4","Attack","328","333","1","0","257","0","0"
"2460","1","3","Defense","328","333","1","0","59","0","0"
"2460","1","2","Defense","328","333","2","0","93","406","0"
"2460","1","1","Attack","328","333","2","0","93","239","0"
"2460","3","2","Defense","328","333","2","6978","42","122","0"
"2460","4","1","Attack","328","333","0","8359","0","0","0"
"2460","4","2","Defense","328","333","0","8360","0","0","0"
"2461","1","3","Defense","329","330","1","0","50","0","0"
"2461","1","4","Attack","329","330","1","3300","89","0","0"
"2461","2","1","Sanctum","329","330","1","0",NULL,NULL,NULL
"2461","2","2","Village","329","330","-1","0",NULL,NULL,NULL
"2461","2","3","Shrine","329","330","-1","0",NULL,NULL,NULL
"2461","3","1","Attack","329","330","2","3381","44","401","0"
"2461","3","2","Defense","329","330","2","3382","48","313","0"
"2461","4","1","Attack","329","330","2","6794","93","257","0"
"2461","4","2","Defense","329","330","2","5859","78","315","0"
"2462","2","1","Garden","333","338","-1","0",NULL,NULL,NULL
"2462","2","2","Night Market","333","338","-1","0",NULL,NULL,NULL
"2462","3","1","Attack","333","338","3","0","53","355","412"
"2462","3","2","Defense","333","338","3","0","148","311","461"
"2462","3","3","Defense","333","338","0","8180","0","0","0"
"2462","3","4","Attack","333","338","0","8190","0","0","0"
"2462","4","1","Attack","333","338","3","0","59","179","279"
"2462","4","2","Defense","333","338","3","0","136","217","304"
"2462","4","3","Defense","333","338","1","6264","89","0","0"
"2463","3","2","Defense","334","328","2","6237","154","357","0"
"2463","3","1","Attack","334","328","3","0","66","161","317"
"2463","2","2","Sanctum","334","328","-1","0",NULL,NULL,NULL
"2463","2","1","Shrine","334","328","-1","0",NULL,NULL,NULL
"2463","1","2","Defense","334","328","0","0","0","0","0"
"2463","1","1","Attack","334","328","2","0","80","139","0"
"2462","1","3","Defense","333","338","0","3300","0","0","0"
"2462","1","2","Defense","333","338","2","0","62","225","0"
"2462","1","1","Attack","333","338","2","0","45","535","0"
"2462","4","4","Attack","333","338","1","6265","103","0","0"
"2463","4","1","Attack","334","328","3","0","281","410","509"
"2463","4","2","Defense","334","328","0","6313","0","0","0"
"2461","1","2","Defense","329","330","2","0","55","189","0"
"2461","1","1","Attack","329","330","2","0","56","83","0"
"2464","1","3","Attack","335","332","2","0","125","234","0"
"2464","1","4","Defense","335","332","1","6600","68","0","0"
"2464","2","1","Garden","335","332","1","0",NULL,NULL,NULL
"2464","2","2","Control Center","335","332","1","0",NULL,NULL,NULL
"2464","3","1","Attack","335","332","0","5060","0","0","0"
"2464","3","2","Defense","335","332","0","5070","0","0","0"
"2464","4","1","Attack","335","332","2","6982","114","301","0"
"2465","4","1","Attack","331","337","0","7947","0","0","0"
"2465","3","2","Defense","331","337","1","11689","182","0","0"
"2465","3","1","Attack","331","337","1","11688","128","0","0"
"2465","2","2","Sanctum","331","337","-1","0",NULL,NULL,NULL
"2465","2","1","Village","331","337","-1","0",NULL,NULL,NULL
"2465","1","4","Attack","331","337","0","3300","0","0","0"
"2465","1","3","Defense","331","337","0","0","0","0","0"
"2465","1","2","Defense","331","337","2","0","118","220","0"
"2465","1","1","Attack","331","337","2","0","55","108","0"
"2466","3","2","Defense","336","318","2","6574","82","215","0"
"2466","3","1","Attack","336","318","3","0","78","215","366"
"2466","2","3","Sanctum","336","318","-1","0",NULL,NULL,NULL
"2466","2","2","Village","336","318","1","0",NULL,NULL,NULL
"2466","2","1","Shrine","336","318","-1","0",NULL,NULL,NULL
"2466","1","2","Defense","336","318","1","6640","70","0","0"
"2466","1","1","Attack","336","318","1","7350","74","0","0"
"2464","1","2","Defense","335","332","2","0","74","176","0"
"2464","1","1","Attack","335","332","2","0","110","237","0"
"2464","4","2","Defense","335","332","2","6983","226","344","0"
"2466","4","1","Attack","336","318","3","0","192","249","514"
"2466","4","2","Defense","336","318","0","8413","0","0","0"
"2465","4","2","Defense","331","337","0","7948","0","0","0"
"2465","5","1","Ruins","331","337","1","0",NULL,NULL,NULL
"2465","5","2","Lighthouse","331","337","-1","0",NULL,NULL,NULL
"2465","5","3","Well","331","337","1","0",NULL,NULL,NULL
"2467","3","1","Attack","318","335","3","0","175","350","497"
"2467","2","3","Garden","318","335","-1","0",NULL,NULL,NULL
"2467","2","2","Night Market","318","335","1","0",NULL,NULL,NULL
"2467","2","1","Control Center","318","335","-1","0",NULL,NULL,NULL
"2467","1","2","Defense","318","335","0","2800","0","0","0"
"2467","1","1","Attack","318","335","2","0","66","188","0"
"2468","2","1","Sanctum","334","329","-1","0",NULL,NULL,NULL
"2468","2","2","Shrine","334","329","-1","0",NULL,NULL,NULL
"2468","3","1","Attack","334","329","1","11243","109","0","0"
"2468","3","2","Defense","334","329","1","11244","67","0","0"
"2468","4","1","Attack","334","329","0","8413","0","0","0"
"2469","4","1","Attack","330","333","3","0","127","273","393"
"2469","3","2","Defense","330","333","1","11331","39","0","0"
"2469","3","1","Attack","330","333","1","11330","65","0","0"
"2469","2","3","Shrine","330","333","1","0",NULL,NULL,NULL
"2469","2","2","Sanctum","330","333","1","0",NULL,NULL,NULL
"2469","2","1","Village","330","333","-1","0",NULL,NULL,NULL
"2469","1","2","Defense","330","333","1","3300","177","0","0"
"2469","1","1","Attack","330","333","1","0","45","0","0"
"2467","3","2","Defense","318","335","1","11382","131","0","0"
"2467","4","1","Attack","318","335","3","0","231","350","448"
"2467","4","2","Defense","318","335","0","8363","0","0","0"
"2468","1","2","Defense","334","329","1","3300","153","0","0"
"2468","1","1","Attack","334","329","1","0","198","0","0"
"2468","4","2","Defense","334","329","0","8414","0","0","0"
"2469","4","2","Defense","330","333","2","8812","102","205","0"
"2471","3","4","Defense","331","336","2","3182","51","149","0"
"2470","4","2","Defense","337","332","1","5820","195","0","0"
"2470","4","1","Attack","337","332","1","5819","197","0","0"
"2470","3","2","Defense","337","332","0","3300","0","0","0"
"2470","3","1","Attack","337","332","0","0","0","0","0"
"2470","1","2","Defense","337","332","0","7720","0","0","0"
"2470","2","1","Village","337","332","1","0",NULL,NULL,NULL
"2470","2","2","Shrine","337","332","1","0",NULL,NULL,NULL
"2470","1","1","Attack","337","332","0","7710","0","0","0"
"2471","3","3","Attack","331","336","2","3181","48","152","0"
"2471","3","2","Defense","331","336","3","0","48","275","355"
"2471","3","1","Attack","331","336","3","0","82","288","377"
"2471","2","3","Night Market","331","336","1","0",NULL,NULL,NULL
"2471","2","2","Garden","331","336","1","0",NULL,NULL,NULL
"2471","2","1","Control Center","331","336","-1","0",NULL,NULL,NULL
"2471","1","2","Defense","331","336","0","5450","0","0","0"
"2471","1","1","Attack","331","336","0","5440","0","0","0"
"2472","1","1","Attack","328","338","0","5320","0","0","0"
"2472","1","2","Defense","328","338","0","5330","0","0","0"
"2472","2","1","Sanctum","328","338","-1","0",NULL,NULL,NULL
"2472","2","2","Shrine","328","338","1","0",NULL,NULL,NULL
"2472","2","3","Village","328","338","1","0",NULL,NULL,NULL
"2472","3","1","Attack","328","338","2","4654","201","370","0"
"2472","3","2","Defense","328","338","2","4655","87","374","0"
"2472","4","1","Attack","328","338","3","0","147","387","510"
"2472","4","2","Defense","328","338","3","0","104","184","349"
"2472","4","3","Attack","328","338","1","4853","68","0","0"
"2472","4","4","Defense","328","338","1","4854","150","0","0"
"2471","4","1","Attack","331","336","1","7038","239","0","0"
"2471","4","2","Defense","331","336","1","7039","238","0","0"
"2473","4","2","Defense","329","328","2","4774","84","302","0"
"2473","4","1","Attack","329","328","3","0","91","262","502"
"2473","3","2","Defense","329","328","0","9000","0","0","0"
"2473","3","1","Attack","329","328","0","8990","0","0","0"
"2473","2","2","Control Center","329","328","-1","0",NULL,NULL,NULL
"2473","2","1","Garden","329","328","-1","0",NULL,NULL,NULL
"2473","1","2","Defense","329","328","1","0","79","0","0"
"2474","3","1","Attack","338","330","3","0","60","211","271"
"2474","2","3","Control Center","338","330","-1","0",NULL,NULL,NULL
"2474","2","2","Garden","338","330","-1","0",NULL,NULL,NULL
"2474","2","1","Night Market","338","330","1","0",NULL,NULL,NULL
"2474","1","5","Attack","338","330","0","0","0","0","0"
"2474","1","4","Attack","338","330","2","0","165","230","0"
"2474","1","3","Defense","338","330","2","0","66","302","0"
"2474","1","1","Attack","338","330","2","0","87","203","0"
"2474","1","2","Defense","338","330","2","0","216","269","0"
"2473","1","1","Attack","329","328","2","0","87","312","0"
"2474","3","2","Defense","338","330","1","11092","153","0","0"
"2474","4","1","Attack","338","330","3","0","103","332","451"
"2475","4","2","Defense","333","334","3","0","74","431","550"
"2475","4","1","Attack","333","334","3","0","150","222","336"
"2475","3","2","Defense","333","334","1","10682","66","0","0"
"2475","3","1","Attack","333","334","1","10681","193","0","0"
"2475","2","2","Garden","333","334","1","0",NULL,NULL,NULL
"2475","2","1","Control Center","333","334","1","0",NULL,NULL,NULL
"2475","1","5","Defense","333","334","0","3300","0","0","0"
"2475","1","4","Defense","333","334","2","0","113","256","0"
"2475","1","3","Attack","333","334","2","0","81","159","0"
"2475","1","2","Defense","333","334","2","0","118","185","0"
"2475","1","1","Attack","333","334","2","0","61","436","0"
"2474","4","2","Defense","338","330","1","8472","231","0","0"
"2475","4","3","Defense","333","334","2","5382","76","169","0"
"2475","4","4","Attack","333","334","2","4912","259","317","0"
"2476","1","4","Defense","337","329","1","3300","59","0","0"
"2476","2","1","Garden","337","329","1","0",NULL,NULL,NULL
"2476","2","2","Night Market","337","329","1","0",NULL,NULL,NULL
"2476","3","1","Attack","337","329","3","0","94","321","397"
"2476","3","2","Defense","337","329","3","0","85","221","376"
"2476","3","3","Attack","337","329","2","2502","49","136","0"
"2476","3","4","Defense","337","329","0","0","0","0","0"
"2476","4","1","Attack","337","329","0","8437","0","0","0"
"2476","1","3","Attack","337","329","1","0","83","0","0"
"2476","1","2","Defense","337","329","2","0","90","278","0"
"2476","1","1","Attack","337","329","2","0","146","370","0"
"2477","1","1","Attack","331","333","1","7120","191","0","0"
"2477","1","2","Defense","331","333","1","7130","80","0","0"
"2477","2","1","Garden","331","333","-1","0",NULL,NULL,NULL
"2477","2","2","Night Market","331","333","1","0",NULL,NULL,NULL
"2477","2","3","Control Center","331","333","1","0",NULL,NULL,NULL
"2477","3","1","Attack","331","333","1","9537","143","0","0"
"2477","3","2","Defense","331","333","1","9538","68","0","0"
"2477","4","1","Attack","331","333","1","8734","170","0","0"
"2478","3","2","Defense","318","328","0","0","0","0","0"
"2478","3","1","Attack","318","328","1","11335","107","0","0"
"2478","2","2","Village","318","328","-1","0",NULL,NULL,NULL
"2478","2","1","Shrine","318","328","-1","0",NULL,NULL,NULL
"2478","1","4","Attack","318","328","0","5420","0","0","0"
"2478","1","3","Defense","318","328","0","5410","0","0","0"
"2478","1","2","Defense","318","328","2","0","58","302","0"
"2478","1","1","Attack","318","328","2","0","61","123","0"
"2476","4","2","Defense","337","329","0","8438","0","0","0"
"2478","4","1","Attack","318","328","3","0","95","246","386"
"2478","4","2","Defense","318","328","1","5125","292","0","0"
"2477","4","2","Defense","331","333","1","8735","174","0","0"
"2479","1","3","Defense","332","318","0","0","0","0","0"
"2479","1","4","Attack","332","318","0","3300","0","0","0"
"2479","2","1","Shrine","332","318","1","0",NULL,NULL,NULL
"2479","2","2","Village","332","318","-1","0",NULL,NULL,NULL
"2479","2","3","Sanctum","332","318","-1","0",NULL,NULL,NULL
"2479","3","1","Attack","332","318","3","0","77","271","395"
"2479","3","2","Defense","332","318","3","0","94","305","460"
"2479","3","3","Defense","332","318","0","8580","0","0","0"
"2479","3","4","Attack","332","318","0","8590","0","0","0"
