"matchID","gameNumber","gameWasPlayed","map","team1Score","team2Score","team1Distance","team2Distance","team1FastestFinish","team2FastestFinish","team1FastestPointACap","team2FastestPointACap","otKey"
"2437","4","1","Dorado","2","2","8271","8272","00:00:00","00:00:00","00:01:39","00:02:34",NULL
"2438","1","1","Eichenwalde","0","0","0","3300","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2438","2","1","Horizon Lunar Colony","0","0","6480","6490","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2438","3","1","Ilios","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2438","4","1","Junkertown","0","0","7600","7601","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2439","1","1","Numbani","0","0","6710","6720","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2439","2","1","Temple of Anubis","4","6","0","0","00:04:17","00:01:53","00:02:37","00:01:08",NULL
"2439","3","1","Oasis","2","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2439","4","1","Dorado","1","1","5121","5122","00:00:00","00:00:00","00:03:43","00:03:05",NULL
"2440","1","1","Eichenwalde","6","4","0","0","00:08:08","00:05:32","00:03:45","00:00:57",NULL
"2440","2","1","Horizon Lunar Colony","2","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2440","3","1","Oasis","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2440","4","1","Junkertown","3","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2441","1","1","Eichenwalde","3","3","3300","0","00:05:51","00:08:53","00:02:15","00:03:42",NULL
"2441","2","1","Horizon Lunar Colony","2","2","0","3300","00:06:41","00:04:43","00:01:53","00:04:02",NULL
"2441","3","1","Oasis","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2441","4","1","Dorado","3","3","6738","6737","00:05:53","00:07:57","00:02:04","00:01:12",NULL
"2441","5","1","Lijiang Tower","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2442","1","1","Numbani","3","2","0","6990","00:09:12","00:00:00","00:03:02","00:01:38",NULL
"2442","2","1","Horizon Lunar Colony","0","0","7270","7280","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2442","3","1","Oasis","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2442","4","1","Junkertown","2","2","6624","6625","00:00:00","00:00:00","00:02:22","00:01:17",NULL
"2443","1","1","Eichenwalde","3","1","0","11017","00:09:18","00:00:00","00:04:38","00:02:53",NULL
"2443","2","1","Temple of Anubis","3","3","0","0","00:05:40","00:02:09","00:01:44","00:01:09",NULL
"2443","3","1","Oasis","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2443","4","1","Dorado","3","2","0","7970","00:07:51","00:00:00","00:01:16","00:01:45",NULL
"2444","1","1","Eichenwalde","0","0","4900","4910","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2444","2","1","Horizon Lunar Colony","3","3","6630","6640","00:07:13","00:02:27","00:01:06","00:00:56",NULL
"2444","3","1","Ilios","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2444","4","1","Junkertown","3","3","4902","4903","00:08:40","00:08:16","00:02:32","00:01:07",NULL
"2445","1","1","Eichenwalde","1","1","11959","11960","00:00:00","00:00:00","00:01:33","00:01:02",NULL
"2445","2","1","Horizon Lunar Colony","2","2","0","0","00:05:50","00:07:24","00:01:57","00:04:03",NULL
"2445","3","1","Ilios","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2445","4","1","Junkertown","2","2","8334","8335","00:00:00","00:00:00","00:01:15","00:01:44",NULL
"2446","1","1","Eichenwalde","1","1","12168","12169","00:00:00","00:00:00","00:01:20","00:02:06",NULL
"2446","2","1","Temple of Anubis","1","1","0","3300","00:00:00","00:00:00","00:01:17","00:01:44",NULL
"2446","3","1","Oasis","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2446","4","1","Dorado","2","1","4926","8431","00:00:00","00:00:00","00:03:15","00:02:41",NULL
"2447","1","1","Eichenwalde","0","0","0","3300","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2447","2","1","Temple of Anubis","2","2","0","3300","00:08:40","00:04:45","00:01:23","00:02:52",NULL
"2447","3","1","Oasis","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2447","4","1","Dorado","3","0","0","7664","00:08:33","00:00:00","00:04:44","00:00:00",NULL
"2448","1","1","Eichenwalde","3","3","3300","0","00:06:20","00:07:27","00:01:50","00:01:01",NULL
"2448","2","1","Temple of Anubis","0","0","0","3300","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2448","3","1","Ilios","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2448","4","1","Dorado","3","2","0","5155","00:07:47","00:00:00","00:01:27","00:04:10",NULL
"2448","5","1","Lijiang Tower","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2449","1","1","Numbani","5","3","2651","6190","00:06:32","00:05:45","00:00:49","00:02:41",NULL
"2449","2","1","Temple of Anubis","2","1","0","8000","00:02:36","00:00:00","00:01:02","00:04:31",NULL
"2449","3","1","Ilios","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2449","4","1","Junkertown","3","0","0","7639","00:08:18","00:00:00","00:02:14","00:00:00",NULL
"2450","1","1","Eichenwalde","2","2","6248","6249","00:00:00","00:00:00","00:03:53","00:01:11",NULL
"2450","2","1","Temple of Anubis","1","1","4410","0","00:00:00","00:00:00","00:04:22","00:03:18",NULL
"2450","3","1","Ilios","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2450","4","1","Dorado","2","2","5482","5483","00:00:00","00:00:00","00:01:28","00:01:42",NULL
"2450","5","1","Lijiang Tower","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2451","1","1","Eichenwalde","2","2","6682","5732","00:00:00","00:00:00","00:00:48","00:01:34",NULL
"2451","2","1","Temple of Anubis","1","1","0","3300","00:00:00","00:00:00","00:01:04","00:01:16",NULL
"2451","3","1","Ilios","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2451","4","1","Dorado","2","2","7515","6263","00:00:00","00:00:00","00:02:49","00:01:14",NULL
"2451","5","1","Lijiang Tower","2","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2452","1","1","Numbani","2","2","6780","6781","00:00:00","00:00:00","00:01:15","00:01:16",NULL
"2452","2","1","Horizon Lunar Colony","2","1","0","8000","00:03:54","00:00:00","00:01:45","00:01:53",NULL
"2452","3","1","Oasis","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2452","4","1","Junkertown","1","1","8334","8335","00:00:00","00:00:00","00:00:58","00:02:32",NULL
"2452","5","1","Lijiang Tower","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2454","1","1","Junkertown","3","3","5476","5475","00:04:57","00:08:20","00:01:23","00:01:41",NULL
"2454","2","1","Oasis","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2454","3","1","Horizon Lunar Colony","2","2","6930","6940","00:05:23","00:03:35","00:02:57","00:02:10",NULL
"2454","4","1","Numbani","0","1","8970","9522","00:00:00","00:00:00","00:00:00","00:04:22",NULL
"2454","5","1","Dorado","1","2","8071","8120","00:00:00","00:00:00","00:01:56","00:03:07",NULL
"2455","1","1","Volskaya Industries","2","0","0","0","00:06:31","00:00:00","00:01:25","00:00:00",NULL
"2455","2","1","Lijiang Tower","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2455","3","1","King's Row","1","1","11212","11213","00:00:00","00:00:00","00:02:17","00:02:56",NULL
"2455","4","1","Watchpoint: Gibraltar","3","2","0","8255","00:05:42","00:00:00","00:02:11","00:01:05",NULL
"2455","5","1","Ilios","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2456","1","1","Hanamura","2","1","0","0","00:03:41","00:00:00","00:00:51","00:01:36",NULL
"2456","2","1","Lijiang Tower","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2456","3","1","King's Row","3","3","3300","0","00:05:33","00:00:27","00:01:30","00:02:15",NULL
"2456","4","1","Watchpoint: Gibraltar","3","0","0","7529","00:09:13","00:00:00","00:01:21","00:00:00",NULL
"2457","1","1","Hanamura","2","1","0","0","00:04:49","00:00:00","00:02:46","00:01:40",NULL
"2457","2","1","Lijiang Tower","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2457","3","1","Hollywood","2","2","7727","7728","00:00:00","00:00:00","00:00:47","00:01:54",NULL
"2457","4","1","Watchpoint: Gibraltar","2","2","8263","8264","00:00:00","00:00:00","00:03:23","00:01:02",NULL
"2458","1","1","Hanamura","2","0","0","0","00:03:06","00:00:00","00:01:23","00:00:00",NULL
"2458","2","1","Nepal","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2458","3","1","Hollywood","3","0","0","0","00:06:20","00:00:00","00:01:09","00:00:00",NULL
"2458","4","1","Watchpoint: Gibraltar","3","1","0","8057","00:07:10","00:00:00","00:01:58","00:04:54",NULL
"2459","1","1","Hanamura","3","3","0","3300","00:05:25","00:04:10","00:03:08","00:00:51",NULL
"2459","2","1","Lijiang Tower","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2459","3","1","King's Row","4","4","6006","6007","00:06:56","00:06:34","00:00:44","00:01:36",NULL
"2459","4","1","Watchpoint: Gibraltar","0","0","7139","7140","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2460","1","1","Hanamura","3","3","0","0","00:03:59","00:06:46","00:01:33","00:00:59",NULL
"2460","2","1","Lijiang Tower","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2460","3","1","King's Row","2","2","6977","6978","00:00:00","00:00:00","00:02:02","00:00:42",NULL
"2460","4","1","Watchpoint: Gibraltar","0","0","8359","8360","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2461","1","1","Hanamura","3","3","3300","0","00:01:23","00:03:09","00:00:56","00:00:50",NULL
"2461","2","1","Nepal","2","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2461","3","1","Hollywood","2","2","3381","3382","00:00:00","00:00:00","00:00:44","00:00:48",NULL
"2461","4","1","Route 66","2","2","6794","5859","00:00:00","00:00:00","00:01:33","00:01:18",NULL
"2462","1","1","Volskaya Industries","2","2","0","3300","00:08:55","00:03:45","00:00:45","00:01:02",NULL
"2462","2","1","Lijiang Tower","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2462","3","1","King's Row","3","3","8190","8180","00:06:52","00:07:41","00:00:53","00:02:28",NULL
"2462","4","1","Watchpoint: Gibraltar","4","4","6265","6264","00:04:39","00:05:04","00:00:59","00:01:29",NULL
"2463","1","1","Volskaya Industries","2","0","0","0","00:02:19","00:00:00","00:01:20","00:00:00",NULL
"2463","2","1","Nepal","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2463","3","1","King's Row","3","2","0","6237","00:05:17","00:00:00","00:01:06","00:02:34",NULL
"2463","4","1","Route 66","3","0","0","6313","00:08:29","00:00:00","00:04:41","00:00:00",NULL
"2464","1","1","Volskaya Industries","4","3","0","6600","00:03:54","00:02:56","00:01:50","00:01:08",NULL
"2464","2","1","Lijiang Tower","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2464","3","1","King's Row","0","0","5060","5070","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2464","4","1","Route 66","2","2","6982","6983","00:00:00","00:00:00","00:01:54","00:03:46",NULL
"2465","1","1","Volskaya Industries","2","2","3300","0","00:01:48","00:03:40","00:00:55","00:01:58",NULL
"2465","2","1","Nepal","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2465","3","1","Hollywood","1","1","11688","11689","00:00:00","00:00:00","00:02:08","00:03:02",NULL
"2465","4","1","Route 66","0","0","7947","7948","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2465","5","1","Ilios","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2466","1","1","Hanamura","1","1","7350","6640","00:00:00","00:00:00","00:01:14","00:01:10",NULL
"2466","2","1","Nepal","2","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2466","3","1","King's Row","3","2","0","6574","00:06:06","00:00:00","00:01:18","00:01:22",NULL
"2466","4","1","Watchpoint: Gibraltar","3","0","0","8413","00:08:34","00:00:00","00:03:12","00:00:00",NULL
"2467","1","1","Volskaya Industries","2","0","0","2800","00:03:08","00:00:00","00:01:06","00:00:00",NULL
"2467","2","1","Lijiang Tower","2","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2467","3","1","Hollywood","3","1","0","11382","00:08:17","00:00:00","00:02:55","00:02:11",NULL
"2467","4","1","Route 66","3","0","0","8363","00:07:28","00:00:00","00:03:51","00:00:00",NULL
"2468","1","1","Hanamura","1","1","0","3300","00:00:00","00:00:00","00:03:18","00:02:33",NULL
"2468","2","1","Nepal","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2468","3","1","Hollywood","1","1","11243","11244","00:00:00","00:00:00","00:01:49","00:01:07",NULL
"2468","4","1","Watchpoint: Gibraltar","0","0","8413","8414","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2469","1","1","Hanamura","1","1","0","3300","00:00:00","00:00:00","00:00:45","00:02:57",NULL
"2469","2","1","Nepal","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2469","3","1","Hollywood","1","1","11330","11331","00:00:00","00:00:00","00:01:05","00:00:39",NULL
"2469","4","1","Watchpoint: Gibraltar","3","2","0","8812","00:06:33","00:00:00","00:02:07","00:01:42",NULL
"2470","1","1","Hanamura","0","0","7710","7720","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2470","2","1","Nepal","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2470","3","1","Hollywood","0","0","0","3300","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2470","4","1","Route 66","1","1","5819","5820","00:00:00","00:00:00","00:03:17","00:03:15",NULL
"2471","1","1","Volskaya Industries","0","0","5440","5450","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2471","2","1","Lijiang Tower","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2471","3","1","King's Row","5","5","3181","3182","00:06:17","00:05:55","00:00:48","00:00:48",NULL
"2471","4","1","Route 66","1","1","7038","7039","00:00:00","00:00:00","00:03:59","00:03:58",NULL
"2472","1","1","Hanamura","0","0","5320","5330","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2472","2","1","Nepal","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2472","3","1","King's Row","2","2","4654","4655","00:00:00","00:00:00","00:03:21","00:01:27",NULL
"2472","4","1","Watchpoint: Gibraltar","4","4","4853","4854","00:08:30","00:05:49","00:01:08","00:01:44",NULL
"2473","1","1","Volskaya Industries","2","1","0","0","00:05:12","00:00:00","00:01:27","00:01:19",NULL
"2473","2","1","Lijiang Tower","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2473","3","1","King's Row","0","0","8990","9000","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2473","4","1","Route 66","3","2","0","4774","00:08:22","00:00:00","00:01:31","00:01:24",NULL
"2474","1","1","Volskaya Industries","4","4","0","0","00:03:23","00:04:29","00:01:27","00:01:06",NULL
"2474","2","1","Lijiang Tower","2","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2474","3","1","King's Row","3","1","0","11092","00:04:31","00:00:00","00:01:00","00:02:33",NULL
"2474","4","1","Route 66","3","1","0","8472","00:07:31","00:00:00","00:01:43","00:03:51",NULL
"2475","1","1","Hanamura","4","4","0","3300","00:02:39","00:03:05","00:01:01","00:01:53",NULL
"2475","2","1","Lijiang Tower","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2475","3","1","Hollywood","1","1","10681","10682","00:00:00","00:00:00","00:03:13","00:01:06",NULL
"2475","4","1","Watchpoint: Gibraltar","5","5","4912","5382","00:05:36","00:09:10","00:02:30","00:01:14",NULL
"2476","1","1","Hanamura","3","3","0","3300","00:06:10","00:04:38","00:01:23","00:00:59",NULL
"2476","2","1","Lijiang Tower","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2476","3","1","King's Row","5","3","2502","0","00:06:37","00:06:16","00:00:49","00:01:25",NULL
"2476","4","1","Watchpoint: Gibraltar","0","0","8437","8438","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2477","1","1","Volskaya Industries","1","1","7120","7130","00:00:00","00:00:00","00:03:11","00:01:20",NULL
"2477","2","1","Lijiang Tower","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2477","3","1","Hollywood","1","1","9537","9538","00:00:00","00:00:00","00:02:23","00:01:08",NULL
"2477","4","1","Route 66","1","1","8734","8735","00:00:00","00:00:00","00:02:50","00:02:54",NULL
"2478","1","1","Volskaya Industries","2","2","5420","5410","00:02:03","00:05:02","00:01:01","00:00:58",NULL
"2478","2","1","Nepal","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2478","3","1","King's Row","1","0","11335","0","00:00:00","00:00:00","00:01:47","00:00:00",NULL
"2478","4","1","Route 66","3","1","0","5125","00:06:26","00:00:00","00:01:35","00:04:52",NULL
"2479","1","1","Hanamura","2","2","3300","0","00:04:33","00:06:23","00:02:58","00:03:21",NULL
"2479","2","1","Nepal","2","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2479","3","1","Hollywood","3","3","8590","8580","00:06:35","00:07:40","00:01:17","00:01:34",NULL
"2479","4","1","Watchpoint: Gibraltar","3","2","0","7966","00:07:25","00:00:00","00:01:16","00:03:50",NULL
"2480","1","1","Volskaya Industries","3","3","3300","0","00:04:03","00:06:09","00:01:30","00:01:41",NULL
"2480","2","1","Nepal","2","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2480","3","1","King's Row","4","4","5137","5136","00:04:48","00:07:20","00:00:58","00:00:38",NULL
"2480","4","1","Route 66","3","4","6081","2221","00:07:17","00:08:00","00:01:23","00:01:36",NULL
"2481","1","1","Hanamura","3","3","9170","0","00:03:57","00:02:22","00:01:23","00:01:08",NULL
"2481","2","1","Lijiang Tower","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2481","3","1","Hollywood","1","1","10851","10852","00:00:00","00:00:00","00:03:16","00:01:43",NULL
"2481","4","1","Watchpoint: Gibraltar","2","2","8179","8180","00:00:00","00:00:00","00:01:24","00:03:53",NULL
"2481","5","1","Ilios","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2482","1","1","Volskaya Industries","2","2","0","3300","00:08:51","00:03:48","00:04:24","00:02:50",NULL
"2482","2","1","Lijiang Tower","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2482","3","1","King's Row","2","2","3685","3686","00:00:00","00:00:00","00:01:07","00:00:57",NULL
"2482","4","1","Route 66","2","2","6858","5266","00:00:00","00:00:00","00:02:45","00:04:06",NULL
"2483","1","1","Volskaya Industries","3","2","0","0","00:03:48","00:03:24","00:01:13","00:00:45",NULL
"2483","2","1","Lijiang Tower","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2483","3","1","Hollywood","3","1","0","6091","00:07:07","00:00:00","00:01:14","00:03:01",NULL
"2483","4","1","Route 66","3","1","0","6112","00:06:50","00:00:00","00:03:11","00:02:38",NULL
"2484","1","1","Hanamura","1","1","7150","7160","00:00:00","00:00:00","00:01:07","00:00:55",NULL
"2484","2","1","Nepal","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2484","3","1","King's Row","2","0","4894","5000","00:00:00","00:00:00","00:01:05","00:00:00",NULL
"2484","4","1","Watchpoint: Gibraltar","3","2","0","8694","00:08:07","00:00:00","00:03:31","00:01:39",NULL
"2484","5","1","Ilios","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2485","1","1","Volskaya Industries","2","1","0","6600","00:04:27","00:00:00","00:03:10","00:02:49",NULL
"2485","2","1","Lijiang Tower","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2485","3","1","King's Row","3","0","0","5590","00:05:25","00:00:00","00:00:52","00:00:00",NULL
"2485","4","1","Watchpoint: Gibraltar","3","0","0","8600","00:08:26","00:00:00","00:02:58","00:00:00",NULL
"2486","1","1","Hanamura","6","4","0","0","00:02:25","00:04:03","00:01:18","00:00:45",NULL
"2486","2","1","Nepal","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2486","3","1","Hollywood","1","1","7759","7760","00:00:00","00:00:00","00:04:51","00:01:01",NULL
"2486","4","1","Watchpoint: Gibraltar","2","2","8642","7453","00:00:00","00:00:00","00:01:05","00:01:59",NULL
"2486","5","1","Ilios","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2487","1","1","Volskaya Industries","2","0","0","6670","00:04:51","00:00:00","00:00:56","00:00:00",NULL
"2487","2","1","Lijiang Tower","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2487","3","1","Hollywood","3","1","0","6715","00:06:29","00:00:00","00:01:09","00:04:04",NULL
"2487","4","1","Route 66","3","0","0","5884","00:05:09","00:00:00","00:01:20","00:00:00",NULL
"2488","1","1","Hanamura","0","0","9150","9160","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2488","2","1","Nepal","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2488","3","1","Hollywood","1","1","11507","11508","00:00:00","00:00:00","00:02:30","00:01:08",NULL
"2488","4","1","Route 66","2","2","6927","6928","00:00:00","00:00:00","00:01:16","00:01:20",NULL
"2489","1","1","Hanamura","2","1","0","0","00:06:14","00:00:00","00:02:05","00:01:39",NULL
"2489","2","1","Nepal","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2489","3","1","Hollywood","0","0","8780","8790","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2489","4","1","Route 66","2","2","6971","5922","00:00:00","00:00:00","00:01:28","00:01:05",NULL
"2490","1","1","Hanamura","3","3","3300","0","00:03:15","00:03:59","00:01:45","00:02:37",NULL
"2490","2","1","Lijiang Tower","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2490","3","1","King's Row","0","0","3530","3540","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2490","4","1","Watchpoint: Gibraltar","3","0","0","7724","00:06:50","00:00:00","00:01:49","00:00:00",NULL
"2490","5","1","Ilios","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2491","1","1","Volskaya Industries","3","3","0","0","00:07:39","00:07:58","00:01:19","00:01:32",NULL
"2491","2","1","Nepal","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2491","3","1","Hollywood","3","1","0","10680","00:06:34","00:00:00","00:01:14","00:02:53",NULL
"2491","4","1","Route 66","2","1","7006","8835","00:00:00","00:00:00","00:01:36","00:03:40",NULL
"2492","1","1","Volskaya Industries","1","0","3340","7500","00:00:00","00:00:00","00:03:27","00:00:00",NULL
"2492","2","1","Nepal","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2492","3","1","Hollywood","0","0","6010","6020","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2492","4","1","Route 66","2","1","6430","8711","00:00:00","00:00:00","00:01:47","00:04:03",NULL
"2493","1","1","Volskaya Industries","2","2","0","3300","00:08:35","00:05:40","00:03:52","00:02:32",NULL
"2493","2","1","Lijiang Tower","2","1","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2493","3","1","King's Row","3","3","0","3300","00:08:55","00:04:28","00:03:44","00:01:24",NULL
"2493","4","1","Route 66","2","1","6593","6168","00:00:00","00:00:00","00:02:42","00:04:06",NULL
"2493","5","1","Ilios","1","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2494","1","1","Hanamura","3","3","0","3300","00:07:33","00:02:10","00:00:43","00:00:54",NULL
"2494","2","1","Lijiang Tower","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2494","3","1","King's Row","2","2","7009","7010","00:00:00","00:00:00","00:01:27","00:02:05",NULL
"2494","4","1","Watchpoint: Gibraltar","2","2","8783","8784","00:00:00","00:00:00","00:02:19","00:01:24",NULL
"2495","1","1","Hanamura","2","1","0","7900","00:02:58","00:00:00","00:02:10","00:02:21",NULL
"2495","2","1","Nepal","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2495","3","1","Hollywood","1","1","9879","9880","00:00:00","00:00:00","00:03:54","00:04:52",NULL
"2495","4","1","Watchpoint: Gibraltar","3","2","0","8647","00:06:43","00:00:00","00:02:04","00:02:59",NULL
"2496","1","1","Hanamura","1","1","0","3300","00:00:00","00:00:00","00:01:21","00:01:26",NULL
"2496","2","1","Lijiang Tower","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2496","3","1","King's Row","1","1","10977","10978","00:00:00","00:00:00","00:03:11","00:00:59",NULL
"2496","4","1","Watchpoint: Gibraltar","2","2","7033","7034","00:00:00","00:00:00","00:03:32","00:02:58",NULL
"2497","1","1","Hanamura","1","1","5120","5130","00:00:00","00:00:00","00:00:59","00:01:36",NULL
"2497","2","1","Nepal","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2497","3","1","Hollywood","1","1","11822","11823","00:00:00","00:00:00","00:03:31","00:01:57",NULL
"2497","4","1","Route 66","0","0","7898","7899","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2498","1","1","Volskaya Industries","1","0","8770","0","00:00:00","00:00:00","00:01:55","00:00:00",NULL
"2498","2","1","Nepal","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2498","3","1","King's Row","3","2","0","6970","00:08:17","00:00:00","00:00:57","00:01:10",NULL
"2498","4","1","Route 66","1","1","8729","8730","00:00:00","00:00:00","00:04:18","00:02:13",NULL
"2498","5","1","Ilios","2","0","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2499","1","1","Volskaya Industries","0","0","7850","7860","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2499","2","1","Lijiang Tower","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2499","3","1","King's Row","1","1","10835","10836","00:00:00","00:00:00","00:01:41","00:00:41",NULL
"2499","4","1","Watchpoint: Gibraltar","0","0","8484","8485","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2500","1","1","Hanamura","1","1","8340","6600","00:00:00","00:00:00","00:00:54","00:00:50",NULL
"2500","2","1","Nepal","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2500","3","1","King's Row","3","3","3300","0","00:06:04","00:08:04","00:02:21","00:03:36",NULL
"2500","4","1","Watchpoint: Gibraltar","3","2","0","8813","00:08:44","00:00:00","00:04:25","00:03:35",NULL
"2501","1","1","Hanamura","4","3","0","0","00:02:35","00:05:53","00:01:25","00:01:00",NULL
"2501","2","1","Lijiang Tower","0","2","0","0","00:00:00","00:00:00","00:00:00","00:00:00",NULL
"2501","3","1","Hollywood","3","2","0","4336","00:08:31","00:00:00","00:01:06","00:02:53",NULL
